title,company,location,how_old,link
Data Scientist SR | AWS,Semantix,Home office,PostedAnunciada há 2 dia,https://br.indeed.com/jobs?q=python&l=&vjk=66a51071b4533d55
Engenheiro de Dados Pleno - GCP,Qexpert,Home office,PostedAnunciada há 2 dia,https://br.indeed.com/jobs?q=python&l=&vjk=207b4a9ce97ce9b3
Data engineer Sênior | Modelo Hibrido,Semantix,Home office,PostedAnunciada há 2 dia,https://br.indeed.com/jobs?q=python&l=&vjk=1d1ec3e79d562c39
Data engineer Sênior,Semantix,Home office,PostedAnunciada há 2 dia,https://br.indeed.com/jobs?q=python&l=&vjk=68422dd6e755725c
Analista de TI SR,PremieRpet®,"São Paulo, SP",PostedAnunciada há 2 dia,https://br.indeed.com/jobs?q=python&l=&vjk=2820a16a3635ef86
ESPECIALISTA TELECOM I,TBNet,Home office,PostedAnunciada há 2 dia,https://br.indeed.com/jobs?q=python&l=&vjk=3837c5141b59ef22
Especialista em CRM,Bemol,"Home office in Manaus, AM",PostedAnunciada há 2 dia,https://br.indeed.com/jobs?q=python&l=&vjk=ef094eb88595033c
Engenheiro de Dados Pleno | Cartola Express,Globo,"São Paulo, SP",PostedAnunciada há 2 dia,https://br.indeed.com/jobs?q=python&l=&vjk=85e9b28bfb19a809
Analista de Automação Phyton,TO Brasil,"São Paulo, SP",PostedAnunciada há 2 dia,https://br.indeed.com/jobs?q=python&l=&vjk=89e49c2d49be7cf2
Analista de Business Analyst Senior,Heineken,"São Paulo, SP",PostedAnunciada há 2 dia,https://br.indeed.com/jobs?q=python&l=&vjk=5d0ab27ef78f944c
Engenheiro de Dados Sênior,Minsait an Indra Company,Home office,PostedAnunciada há 2 dia,https://br.indeed.com/jobs?q=python&l=&vjk=420e112c6519af78
Systems Engineer,Fortinet,"São Paulo, SP",PostedAnunciada há 2 dia,https://br.indeed.com/jobs?q=python&l=&vjk=5b1ccd1769fab4aa
Data engineer | NiFi,Semantix,Home office,PostedAnunciada há 2 dia,https://br.indeed.com/jobs?q=python&l=&vjk=413c8c2904647a51
Application Engineer (EMS/GMS),Hitachi Energy,"Guarulhos, SP",PostedAnunciada há 2 dia,https://br.indeed.com/jobs?q=python&l=&vjk=0655b522e25ce2fa
Arquiteto de Soluções (AZURE),Exed Consulting,Home office,PostedAnunciada há 2 dia,https://br.indeed.com/jobs?q=python&l=&vjk=94481299869c7683
Analista de Segurança da Informação Pleno - CSIRT,Cipher,"Home office in São Paulo, SP",PostedAnunciada há 2 dia,https://br.indeed.com/jobs?q=python&l=&vjk=0c42cf248c0b4d33
FULLSTACK Developer React/Python ️ Bring ideas to life...,Prometeo Talent,"São Paulo, SP+2 locais",PostedAnunciada há 2 dia,https://br.indeed.com/jobs?q=python&l=&vjk=5f0c61a7304d0a0d
Engenheiro de Software,Giant Steps Capital,"São Paulo, SP",PostedAnunciada há 2 dia,https://br.indeed.com/jobs?q=python&l=&vjk=54fa40aee5eda4c0
DESENVOLVEDOR PYTHON PLENO - SUPERIOR COMPLETO,Não encontrada,"Uberlândia, MG",PostedAnunciada há 2 dia,https://br.indeed.com/jobs?q=python&l=&vjk=18e4c70c1f47f723
Data Engineer,AllCloud,Home office in Rondônia,PostedAnunciada há 2 dia,https://br.indeed.com/jobs?q=python&l=&vjk=7b9300df99d0ab15
Engenheiro de Dados (GCP),Stefanini,"Home office in São Paulo, SP",PostedAnunciada há 2 dia,https://br.indeed.com/jobs?q=python&l=&vjk=9246a23f3653acb8
Analista de Investimentos I,Porto,"São Paulo, SP",PostedAnunciada há 2 dia,https://br.indeed.com/jobs?q=python&l=&vjk=62eb0efc170a8241
Coordenador de CRM,GRANITO PAGAMENTOS,"Barueri, SP",PostedAnunciada há 2 dia,https://br.indeed.com/jobs?q=python&l=&vjk=186cc5d6e6598498
Pessoa Analista DevOps PL,Certsys,Home office,PostedAnunciada há 2 dia,https://br.indeed.com/jobs?q=python&l=&vjk=ea17cc74b9db5157
Analista de BI SR - Dimensional,Dimensional Brasil,"Curitiba, PR",PostedAnunciada há 2 dia,https://br.indeed.com/jobs?q=python&l=&vjk=7d16f165a7ac97de
BACKEND SOFTWARE ENGINEER PL (HO),Agibank,"Campinas, SP",PostedAnunciada há 2 dia,https://br.indeed.com/jobs?q=python&l=&vjk=23196b1793cef5fb
Linux Engineer OS and Virtualization,akapeople,Exterior,PostedAnunciada há 2 dia,https://br.indeed.com/jobs?q=python&l=&vjk=524c0d2d48f9b256
Analista Telecom Pleno [Dev Java],Vem Pra Vivo,"São Paulo, SP",PostedAnunciada há 2 dia,https://br.indeed.com/jobs?q=python&l=&vjk=06063cfc7ade02fa
Analista DevOps,Giant Steps Capital,"São Paulo, SP",PostedAnunciada há 2 dia,https://br.indeed.com/jobs?q=python&l=&vjk=ea9666515be51ac6
SENIOR C++ SOFTWARE ENGINEER,Hunt RH - Recrutamento Especializado,"São Paulo, SP",PostedAnunciada há 2 dia,https://br.indeed.com/jobs?q=python&l=&vjk=2c0e58ff90cf3247
SENIOR C++ SOFTWARE ENGINEER,Hunt RH - Recrutamento Especializado,"São Paulo, SP",PostedAnunciada há 2 dia,https://br.indeed.com/jobs?q=python&l=&vjk=2c0e58ff90cf3247
Power BI Developer,AllCloud,Home office in Rondônia,PostedAnunciada há 2 dia,https://br.indeed.com/jobs?q=python&l=&vjk=9551bb7efe4a1aa2
Engenheiro Dados (on-premise),Stefanini,"Home office in São Paulo, SP",PostedAnunciada há 2 dia,https://br.indeed.com/jobs?q=python&l=&vjk=c2adc3e078d71083
Desenvolvedor ACL Sênior,Mendes Talent,"São Paulo, SP",PostedAnunciada há 2 dia,https://br.indeed.com/jobs?q=python&l=&vjk=044fca8fd6465e9b
Engenheiro de Dados - Especialista,Santander,"São Paulo, SP",PostedAnunciada há 2 dia,https://br.indeed.com/jobs?q=python&l=&vjk=6bfd594d8214ca74
Desenvolvedor(a) de Firmware - Pleno / Sênior,Hilab,"Curitiba, PR",PostedAnunciada há 2 dia,https://br.indeed.com/jobs?q=python&l=&vjk=19a7256292dd5be6
Senior Software Engineer - Identity Management (Python/Go),Canonical - Jobs,"Rio de Janeiro, RJ+6 locais",PostedAnunciada há 2 dia,https://br.indeed.com/jobs?q=python&l=&vjk=5d2987cdcf792f1f
Engenheiro de Dados Sênior,Santander,"São Paulo, SP",PostedAnunciada há 2 dia,https://br.indeed.com/jobs?q=python&l=&vjk=5461c8373e2ad06d
Pessoa Desenvolvedora Backend Sênior,Oportunidade Mercado Bitcoin,Home office,PostedAnunciada há 2 dia,https://br.indeed.com/jobs?q=python&l=&vjk=842f9abc091f2968
Professor FAC I - RP 11068 - IEL - São José dos Pinhais/PR,SISTEMA FIEP,"São José dos Pinhais, PR",PostedAnunciada há 2 dia,https://br.indeed.com/jobs?q=python&l=&vjk=6b6c3db0e9f30271
Engenheiro de Dados - Remoto,Capgemini,"Home office in São Paulo, SP",PostedAnunciada há 2 dia,https://br.indeed.com/jobs?q=python&l=&vjk=5286504ce7f452f1
IT Senior Analyst,Santander,"São Paulo, SP+1 local",PostedAnunciada há 2 dia,https://br.indeed.com/jobs?q=python&l=&vjk=1f574fe706ccb47b
Software Engineering Manager - Identity Management (Python/Go),Canonical - Jobs,"Rio de Janeiro, RJ+6 locais",PostedAnunciada há 2 dia,https://br.indeed.com/jobs?q=python&l=&vjk=45340b0698470ac2
Arquiteto Python,Innolevels,"Home office in São Paulo, SP",PostedAnunciada há 3 dia,https://br.indeed.com/jobs?q=python&l=&vjk=b1ba87e45e69487f
Desenvolvedor Python Junior,Serasa Experian,"São Paulo, SP",PostedAnunciada há 3 dia,https://br.indeed.com/jobs?q=python&l=&vjk=1a79ee6c55c2a7d3
Full Stack Developer Python - Sênior,Bnex,Home office,PostedAnunciada há 3 dia,https://br.indeed.com/jobs?q=python&l=&vjk=1922f1d06f9f6b97
Desenvolvedor(a) Python Sênior,Não encontrada,"Fortaleza, CE",PostedAnunciada há 3 dia,https://br.indeed.com/jobs?q=python&l=&vjk=17676ebc13d84b7d
Cientista de Dados (Pleno),Propz,Home office,PostedAnunciada há 3 dia,https://br.indeed.com/jobs?q=python&l=&vjk=12892f683e894cf4
QA - Quality Assurance Engineer,Bnex,Home office,PostedAnunciada há 3 dia,https://br.indeed.com/jobs?q=python&l=&vjk=9407a92e1b413919
PROGRAMADOR APP - SP,ICOMON,"Home office in São Paulo, SP",PostedAnunciada há 3 dia,https://br.indeed.com/jobs?q=python&l=&vjk=7e1361c578ae52b2
Pessoa Desenvolvedora de Software Júnior - Vaga Afirmativa para Mulheres,Passei Direto,Home office,PostedAnunciada há 3 dia,https://br.indeed.com/jobs?q=python&l=&vjk=248f6219d0c81223
Data Sciense IA/ML,dataRain Consulting - Careers,"São Paulo, SP",PostedAnunciada há 3 dia,https://br.indeed.com/jobs?q=python&l=&vjk=1374e6e46c7c4a73
CAMICADO - Analista de BI,CARREIRA CAMICADO,"Home office in São Paulo, SP",PostedAnunciada há 3 dia,https://br.indeed.com/jobs?q=python&l=&vjk=e66b95a2d238ccf1
DevOps,Bnex,Home office,PostedAnunciada há 3 dia,https://br.indeed.com/jobs?q=python&l=&vjk=caf46fc6bddc864d
Desenvolvedor Backend - Python - Pleno (Remoto),BIX Tecnologia,Home office,PostedAnunciada há 3 dia,https://br.indeed.com/jobs?q=python&l=&vjk=30a2a2598214868a
Database Analyst (Remote Brazil),Dell Technologies,Home office,PostedAnunciada há 3 dia,https://br.indeed.com/jobs?q=python&l=&vjk=74491cf77b15b66a
Business Analytics Pleno,Neon Pagamentos,Home office,PostedAnunciada há 3 dia,https://br.indeed.com/jobs?q=python&l=&vjk=be77c5218e4ebc59
Analista Desenvolvedor IA (HIBRIDO),VMI Sistemas,"Lagoa Santa, MG",PostedAnunciada há 3 dia,https://br.indeed.com/jobs?q=python&l=&vjk=d7f252aee198b119
Analista de Dados,Textile Xtra Co. Ltda,"Goiânia, GO",PostedAnunciada há 3 dia,https://br.indeed.com/jobs?q=python&l=&vjk=ef18b27b38d97b98
Desenvolvedor Python Pleno - Cidade Jardim,Jobbol,"Home office in Uberlândia, MG",PostedAnunciada há 3 dia,https://br.indeed.com/jobs?q=python&l=&vjk=481c203ba5acbc77
